Flight_ID,Airline,Aircraft_Type,Origin,Destination,Scheduled_Departure,Actual_Departure,Scheduled_Arrival,Actual_Arrival,Delay_Cause,Cancelled,Turnaround_Time_Minutes
AI1509,IndiGo,B737,DEL,CCU,2025-07-22 05:00:00,2025-07-22 05:20:00,2025-07-22 08:00:00,2025-07-22 08:00:00,Crew,No,67
AI1510,Air India,A321,HYD,BLR,2025-07-22 06:00:00,2025-07-22 06:00:00,2025-07-22 09:00:00,2025-07-22 09:05:00,Technical,No,53
AI1511,IndiGo,A321,BOM,DEL,2025-07-22 07:00:00,2025-07-22 07:00:00,2025-07-22 10:00:00,2025-07-22 10:00:00,Crew,No,73
AI1512,Vistara,A321,CCU,BLR,2025-07-22 08:00:00,2025-07-22 08:00:00,2025-07-22 10:30:00,2025-07-22 10:30:00,Crew,No,71
AI1513,IndiGo,B787,BLR,HYD,2025-07-22 09:00:00,2025-07-22 09:00:00,2025-07-22 10:30:00,2025-07-22 10:30:00,Weather,No,59
AI1514,Vistara,B737,CCU,DEL,2025-07-22 10:00:00,2025-07-22 10:00:00,2025-07-22 13:00:00,2025-07-22 14:00:00,Crew,No,54
AI1515,Vistara,B787,BOM,BLR,2025-07-22 11:00:00,2025-07-22 11:45:00,2025-07-22 13:00:00,2025-07-22 13:45:00,None,No,50
AI1516,IndiGo,A321,DEL,HYD,2025-07-22 12:00:00,2025-07-22 12:30:00,2025-07-22 13:00:00,2025-07-22 13:30:00,Crew,No,58
AI1517,Air India,A321,MAA,DEL,2025-07-22 13:00:00,2025-07-22 13:30:00,2025-07-22 16:00:00,2025-07-22 16:00:00,None,No,41
AI1518,Air India,B737,MAA,DEL,2025-07-22 14:00:00,2025-07-22 14:10:00,2025-07-22 15:00:00,2025-07-22 15:00:00,Ground Ops,No,62
AI1519,SpiceJet,A321,MAA,HYD,2025-07-22 15:00:00,2025-07-22 15:10:00,2025-07-22 16:00:00,2025-07-22 16:10:00,None,No,76
AI1520,Vistara,A320,BLR,HYD,2025-07-22 16:00:00,2025-07-22 16:00:00,2025-07-22 17:30:00,2025-07-22 17:30:00,Ground Ops,No,67
AI1521,IndiGo,A320,HYD,BOM,2025-07-22 17:00:00,2025-07-22 17:00:00,2025-07-22 18:00:00,2025-07-22 18:00:00,Weather,No,47
AI1522,SpiceJet,A321,BLR,HYD,2025-07-22 18:00:00,2025-07-22 18:45:00,2025-07-22 19:30:00,2025-07-22 19:30:00,Technical,No,79
AI1523,Vistara,B737,DEL,BOM,2025-07-22 19:00:00,2025-07-22 19:00:00,2025-07-22 20:00:00,2025-07-22 20:00:00,None,No,36
AI1524,SpiceJet,B737,HYD,MAA,2025-07-22 20:00:00,2025-07-22 20:15:00,2025-07-22 23:00:00,2025-07-22 23:15:00,Crew,No,44
AI1525,Vistara,A321,BOM,CCU,2025-07-22 21:00:00,2025-07-22 21:05:00,2025-07-22 23:30:00,2025-07-22 23:35:00,Ground Ops,No,49
AI1526,Vistara,B737,BLR,DEL,2025-07-22 22:00:00,2025-07-22 22:00:00,2025-07-23 01:00:00,2025-07-23 01:00:00,Crew,No,61
AI1527,Air India,B737,BOM,DEL,2025-07-22 23:00:00,2025-07-22 23:00:00,2025-07-23 00:30:00,2025-07-23 00:30:00,Crew,Yes,51
AI1528,Air India,B737,BOM,HYD,2025-07-23 00:00:00,2025-07-23 00:15:00,2025-07-23 01:00:00,2025-07-23 01:15:00,ATC,No,33
AI1529,Air India,B787,MAA,BLR,2025-07-23 01:00:00,2025-07-23 01:20:00,2025-07-23 02:30:00,2025-07-23 02:50:00,Weather,No,66
AI1530,Air India,B737,BLR,HYD,2025-07-23 02:00:00,2025-07-23 02:15:00,2025-07-23 05:00:00,2025-07-23 05:00:00,Technical,No,63
AI1531,SpiceJet,B787,HYD,BOM,2025-07-23 03:00:00,2025-07-23 03:10:00,2025-07-23 06:00:00,2025-07-23 06:10:00,Crew,No,87
AI1532,SpiceJet,B737,HYD,BLR,2025-07-23 04:00:00,2025-07-23 04:00:00,2025-07-23 06:30:00,2025-07-23 07:30:00,None,No,63
AI1533,Air India,A320,BLR,HYD,2025-07-23 05:00:00,2025-07-23 05:20:00,2025-07-23 08:00:00,2025-07-23 08:00:00,Ground Ops,No,67
AI1534,SpiceJet,B787,BLR,MAA,2025-07-23 06:00:00,2025-07-23 07:00:00,2025-07-23 07:00:00,2025-07-23 07:00:00,Weather,No,62
AI1535,Vistara,B737,MAA,DEL,2025-07-23 07:00:00,2025-07-23 07:30:00,2025-07-23 09:30:00,2025-07-23 09:30:00,Technical,No,84
AI1536,Air India,B787,DEL,MAA,2025-07-23 08:00:00,2025-07-23 08:00:00,2025-07-23 11:00:00,2025-07-23 11:20:00,Ground Ops,No,89
AI1537,SpiceJet,B737,DEL,BOM,2025-07-23 09:00:00,2025-07-23 09:05:00,2025-07-23 12:00:00,2025-07-23 12:05:00,None,No,57
AI1538,SpiceJet,A320,MAA,BLR,2025-07-23 10:00:00,2025-07-23 10:10:00,2025-07-23 11:00:00,2025-07-23 11:10:00,ATC,Yes,48
AI1539,Air India,A321,BLR,MAA,2025-07-23 11:00:00,2025-07-23 11:15:00,2025-07-23 13:30:00,2025-07-23 13:45:00,None,No,50
AI1540,Vistara,B787,DEL,CCU,2025-07-23 12:00:00,2025-07-23 12:30:00,2025-07-23 14:00:00,2025-07-23 14:30:00,Crew,No,54
AI1541,Vistara,B737,CCU,BOM,2025-07-23 13:00:00,2025-07-23 13:20:00,2025-07-23 15:30:00,2025-07-23 15:50:00,Ground Ops,No,50
AI1542,Air India,B737,BLR,HYD,2025-07-23 14:00:00,2025-07-23 14:15:00,2025-07-23 16:00:00,2025-07-23 16:15:00,Technical,No,78
AI1543,Air India,A320,DEL,MAA,2025-07-23 15:00:00,2025-07-23 15:10:00,2025-07-23 16:00:00,2025-07-23 16:00:00,Technical,No,41
AI1544,IndiGo,A321,CCU,DEL,2025-07-23 16:00:00,2025-07-23 16:00:00,2025-07-23 18:30:00,2025-07-23 18:30:00,ATC,No,39
AI1545,SpiceJet,B787,BOM,DEL,2025-07-23 17:00:00,2025-07-23 18:00:00,2025-07-23 19:30:00,2025-07-23 20:30:00,ATC,No,32
AI1546,Vistara,B787,MAA,DEL,2025-07-23 18:00:00,2025-07-23 18:00:00,2025-07-23 19:00:00,2025-07-23 19:00:00,Weather,No,82
AI1547,IndiGo,A321,DEL,MAA,2025-07-23 19:00:00,2025-07-23 19:05:00,2025-07-23 21:30:00,2025-07-23 21:35:00,None,No,77
AI1548,SpiceJet,B787,HYD,MAA,2025-07-23 20:00:00,2025-07-23 20:30:00,2025-07-23 23:00:00,2025-07-23 23:30:00,None,No,86
AI1549,Air India,A321,DEL,BLR,2025-07-23 21:00:00,2025-07-23 21:05:00,2025-07-23 22:00:00,2025-07-23 22:05:00,Weather,Yes,76
AI1550,SpiceJet,B787,CCU,HYD,2025-07-23 22:00:00,2025-07-23 22:00:00,2025-07-24 00:30:00,2025-07-24 00:30:00,Ground Ops,No,43
AI1551,SpiceJet,A321,BOM,HYD,2025-07-23 23:00:00,2025-07-23 23:00:00,2025-07-24 01:00:00,2025-07-24 01:30:00,Ground Ops,No,57
AI1552,Air India,A320,HYD,CCU,2025-07-24 00:00:00,2025-07-24 00:15:00,2025-07-24 02:00:00,2025-07-24 02:15:00,None,No,63
AI1553,Vistara,A320,BOM,BLR,2025-07-24 01:00:00,2025-07-24 01:00:00,2025-07-24 03:00:00,2025-07-24 03:00:00,ATC,No,47
AI1554,Vistara,A320,BLR,BOM,2025-07-24 02:00:00,2025-07-24 02:00:00,2025-07-24 05:00:00,2025-07-24 05:15:00,Crew,No,66
AI1555,SpiceJet,B787,CCU,MAA,2025-07-24 03:00:00,2025-07-24 03:05:00,2025-07-24 05:30:00,2025-07-24 05:35:00,Weather,No,86
AI1556,Air India,A320,DEL,MAA,2025-07-24 04:00:00,2025-07-24 04:10:00,2025-07-24 06:30:00,2025-07-24 06:40:00,Crew,No,69
AI1557,Vistara,A321,BLR,DEL,2025-07-24 05:00:00,2025-07-24 05:00:00,2025-07-24 08:00:00,2025-07-24 08:00:00,Weather,No,50
AI1558,Vistara,B737,BOM,BLR,2025-07-24 06:00:00,2025-07-24 06:10:00,2025-07-24 07:00:00,2025-07-24 07:10:00,Crew,No,36
AI1559,IndiGo,B787,MAA,CCU,2025-07-24 07:00:00,2025-07-24 07:00:00,2025-07-24 08:30:00,2025-07-24 08:50:00,Weather,No,52
AI1560,IndiGo,A321,BOM,CCU,2025-07-24 08:00:00,2025-07-24 08:20:00,2025-07-24 11:00:00,2025-07-24 11:20:00,ATC,No,48
AI1561,IndiGo,A321,HYD,MAA,2025-07-24 09:00:00,2025-07-24 09:45:00,2025-07-24 10:00:00,2025-07-24 10:45:00,Technical,No,40
AI1562,SpiceJet,A320,MAA,BLR,2025-07-24 10:00:00,2025-07-24 10:30:00,2025-07-24 11:00:00,2025-07-24 11:30:00,None,No,37
AI1563,IndiGo,B737,DEL,BLR,2025-07-24 11:00:00,2025-07-24 11:05:00,2025-07-24 13:00:00,2025-07-24 13:05:00,Crew,No,48
AI1564,Vistara,B787,BLR,HYD,2025-07-24 12:00:00,2025-07-24 12:00:00,2025-07-24 14:00:00,2025-07-24 14:00:00,Technical,No,47
AI1565,Vistara,A321,DEL,CCU,2025-07-24 13:00:00,2025-07-24 13:45:00,2025-07-24 15:00:00,2025-07-24 15:45:00,Technical,No,61
AI1566,Air India,A321,BOM,DEL,2025-07-24 14:00:00,2025-07-24 14:15:00,2025-07-24 16:30:00,2025-07-24 16:45:00,Crew,No,58
AI1567,Vistara,B787,MAA,BLR,2025-07-24 15:00:00,2025-07-24 15:15:00,2025-07-24 16:00:00,2025-07-24 16:15:00,Ground Ops,No,44
AI1568,SpiceJet,B787,DEL,HYD,2025-07-24 16:00:00,2025-07-24 16:00:00,2025-07-24 17:00:00,2025-07-24 17:15:00,Weather,No,86
AI1569,Vistara,A320,MAA,DEL,2025-07-24 17:00:00,2025-07-24 17:00:00,2025-07-24 18:00:00,2025-07-24 18:05:00,Weather,No,40
AI1570,SpiceJet,B787,MAA,CCU,2025-07-24 18:00:00,2025-07-24 18:30:00,2025-07-24 19:00:00,2025-07-24 19:00:00,Technical,No,48
AI1571,IndiGo,A321,CCU,BOM,2025-07-24 19:00:00,2025-07-24 19:15:00,2025-07-24 21:30:00,2025-07-24 21:45:00,Technical,No,88
AI1572,SpiceJet,B737,BLR,DEL,2025-07-24 20:00:00,2025-07-24 20:15:00,2025-07-24 22:00:00,2025-07-24 22:15:00,None,No,46
AI1573,Vistara,A321,DEL,HYD,2025-07-24 21:00:00,2025-07-24 22:00:00,2025-07-25 00:00:00,2025-07-25 01:00:00,Ground Ops,No,68
AI1574,IndiGo,B737,DEL,CCU,2025-07-24 22:00:00,2025-07-24 22:00:00,2025-07-25 01:00:00,2025-07-25 01:00:00,Technical,No,78
AI1575,Vistara,B787,BLR,BOM,2025-07-24 23:00:00,2025-07-24 23:45:00,2025-07-25 00:00:00,2025-07-25 00:45:00,Technical,No,36
AI1576,SpiceJet,B787,MAA,HYD,2025-07-25 00:00:00,2025-07-25 00:00:00,2025-07-25 01:00:00,2025-07-25 01:10:00,Weather,No,89
AI1577,IndiGo,A321,DEL,MAA,2025-07-25 01:00:00,2025-07-25 01:20:00,2025-07-25 02:00:00,2025-07-25 02:20:00,Ground Ops,No,44
AI1578,IndiGo,A320,BOM,DEL,2025-07-25 02:00:00,2025-07-25 02:00:00,2025-07-25 03:00:00,2025-07-25 03:00:00,Weather,No,72
AI1579,SpiceJet,B787,CCU,BLR,2025-07-25 03:00:00,2025-07-25 03:00:00,2025-07-25 05:30:00,2025-07-25 06:15:00,Technical,No,47
AI1580,IndiGo,B737,DEL,HYD,2025-07-25 04:00:00,2025-07-25 04:00:00,2025-07-25 05:30:00,2025-07-25 05:30:00,ATC,No,39
AI1581,Vistara,B787,MAA,CCU,2025-07-25 05:00:00,2025-07-25 05:05:00,2025-07-25 07:30:00,2025-07-25 07:35:00,Technical,No,36
AI1582,Vistara,A320,MAA,HYD,2025-07-25 06:00:00,2025-07-25 07:00:00,2025-07-25 07:00:00,2025-07-25 08:00:00,ATC,No,43
AI1583,Air India,A320,DEL,BLR,2025-07-25 07:00:00,2025-07-25 07:00:00,2025-07-25 08:00:00,2025-07-25 08:05:00,Crew,No,65
AI1584,Vistara,A320,CCU,BLR,2025-07-25 08:00:00,2025-07-25 08:15:00,2025-07-25 11:00:00,2025-07-25 11:00:00,Crew,No,83
AI1585,Air India,A320,DEL,CCU,2025-07-25 09:00:00,2025-07-25 09:20:00,2025-07-25 12:00:00,2025-07-25 12:20:00,Weather,No,62
AI1586,IndiGo,B737,HYD,MAA,2025-07-25 10:00:00,2025-07-25 10:00:00,2025-07-25 13:00:00,2025-07-25 13:00:00,ATC,No,78
AI1587,SpiceJet,A321,DEL,BOM,2025-07-25 11:00:00,2025-07-25 11:00:00,2025-07-25 12:00:00,2025-07-25 12:00:00,Ground Ops,No,40
AI1588,IndiGo,B737,HYD,CCU,2025-07-25 12:00:00,2025-07-25 12:30:00,2025-07-25 15:00:00,2025-07-25 15:30:00,Weather,No,31
AI1589,Air India,B787,BLR,CCU,2025-07-25 13:00:00,2025-07-25 13:10:00,2025-07-25 14:30:00,2025-07-25 14:40:00,Ground Ops,No,68
AI1590,Vistara,B787,MAA,BLR,2025-07-25 14:00:00,2025-07-25 14:30:00,2025-07-25 16:00:00,2025-07-25 16:30:00,Technical,No,87
AI1591,Air India,B787,HYD,DEL,2025-07-25 15:00:00,2025-07-25 15:00:00,2025-07-25 16:30:00,2025-07-25 16:30:00,Technical,No,32
AI1592,Air India,B737,DEL,BLR,2025-07-25 16:00:00,2025-07-25 16:00:00,2025-07-25 19:00:00,2025-07-25 19:00:00,ATC,No,87
AI1593,Vistara,A321,BLR,MAA,2025-07-25 17:00:00,2025-07-25 17:15:00,2025-07-25 18:30:00,2025-07-25 18:45:00,Ground Ops,No,64
AI1594,IndiGo,A321,MAA,DEL,2025-07-25 18:00:00,2025-07-25 19:00:00,2025-07-25 20:30:00,2025-07-25 21:30:00,Crew,Yes,64
AI1595,Vistara,A320,CCU,BOM,2025-07-25 19:00:00,2025-07-25 19:30:00,2025-07-25 22:00:00,2025-07-25 22:30:00,Crew,No,81
AI1596,SpiceJet,B737,DEL,MAA,2025-07-25 20:00:00,2025-07-25 20:05:00,2025-07-25 21:30:00,2025-07-25 21:35:00,Ground Ops,No,42
AI1597,IndiGo,A321,DEL,CCU,2025-07-25 21:00:00,2025-07-25 22:00:00,2025-07-25 22:00:00,2025-07-25 22:00:00,Weather,No,30
AI1598,Air India,A321,MAA,BOM,2025-07-25 22:00:00,2025-07-25 22:15:00,2025-07-25 23:30:00,2025-07-25 23:30:00,Weather,Yes,61
AI1599,Vistara,A320,HYD,CCU,2025-07-25 23:00:00,2025-07-25 23:30:00,2025-07-26 01:30:00,2025-07-26 02:00:00,Weather,No,83
AI1600,Air India,B787,BLR,HYD,2025-07-26 00:00:00,2025-07-26 00:10:00,2025-07-26 02:30:00,2025-07-26 02:30:00,Ground Ops,No,82
AI1601,SpiceJet,A320,CCU,BOM,2025-07-26 01:00:00,2025-07-26 01:05:00,2025-07-26 02:00:00,2025-07-26 02:05:00,None,No,31
AI1602,IndiGo,A321,BOM,HYD,2025-07-26 02:00:00,2025-07-26 02:20:00,2025-07-26 03:30:00,2025-07-26 03:50:00,ATC,No,53
AI1603,Vistara,A321,DEL,BOM,2025-07-26 03:00:00,2025-07-26 03:00:00,2025-07-26 05:00:00,2025-07-26 05:00:00,ATC,No,43
AI1604,SpiceJet,A321,BOM,BLR,2025-07-26 04:00:00,2025-07-26 04:10:00,2025-07-26 06:00:00,2025-07-26 06:00:00,Weather,No,48
AI1605,SpiceJet,B787,DEL,MAA,2025-07-26 05:00:00,2025-07-26 05:30:00,2025-07-26 06:30:00,2025-07-26 06:30:00,Crew,No,66
AI1606,IndiGo,A321,HYD,CCU,2025-07-26 06:00:00,2025-07-26 06:00:00,2025-07-26 07:30:00,2025-07-26 07:30:00,Crew,No,57
AI1607,Vistara,B787,HYD,DEL,2025-07-26 07:00:00,2025-07-26 07:00:00,2025-07-26 08:00:00,2025-07-26 08:00:00,Ground Ops,No,76
AI1608,Air India,A320,HYD,CCU,2025-07-26 08:00:00,2025-07-26 08:30:00,2025-07-26 09:00:00,2025-07-26 09:30:00,None,No,58
AI1609,Air India,A320,MAA,HYD,2025-07-26 09:00:00,2025-07-26 09:30:00,2025-07-26 10:30:00,2025-07-26 11:00:00,None,No,63
AI1610,SpiceJet,A321,MAA,HYD,2025-07-26 10:00:00,2025-07-26 10:45:00,2025-07-26 13:00:00,2025-07-26 13:00:00,Technical,No,38
AI1611,IndiGo,A321,CCU,BOM,2025-07-26 11:00:00,2025-07-26 11:10:00,2025-07-26 12:30:00,2025-07-26 12:30:00,None,Yes,83
AI1612,SpiceJet,A321,HYD,DEL,2025-07-26 12:00:00,2025-07-26 12:30:00,2025-07-26 14:30:00,2025-07-26 15:00:00,Technical,No,59
AI1613,IndiGo,B787,BOM,BLR,2025-07-26 13:00:00,2025-07-26 13:00:00,2025-07-26 14:30:00,2025-07-26 14:30:00,Crew,No,48
AI1614,SpiceJet,B737,HYD,BLR,2025-07-26 14:00:00,2025-07-26 14:20:00,2025-07-26 17:00:00,2025-07-26 17:20:00,Weather,No,88
AI1615,IndiGo,A321,HYD,MAA,2025-07-26 15:00:00,2025-07-26 15:20:00,2025-07-26 16:00:00,2025-07-26 16:20:00,ATC,No,37
AI1616,SpiceJet,B737,MAA,DEL,2025-07-26 16:00:00,2025-07-26 17:00:00,2025-07-26 19:00:00,2025-07-26 19:00:00,None,No,75
AI1617,IndiGo,A321,BOM,BLR,2025-07-26 17:00:00,2025-07-26 17:00:00,2025-07-26 19:30:00,2025-07-26 19:35:00,Technical,No,75
AI1618,SpiceJet,B737,DEL,MAA,2025-07-26 18:00:00,2025-07-26 18:30:00,2025-07-26 21:00:00,2025-07-26 21:30:00,Ground Ops,No,88
AI1619,IndiGo,B787,CCU,HYD,2025-07-26 19:00:00,2025-07-26 19:30:00,2025-07-26 21:00:00,2025-07-26 21:30:00,ATC,No,84
AI1620,IndiGo,B737,CCU,BOM,2025-07-26 20:00:00,2025-07-26 21:00:00,2025-07-26 22:30:00,2025-07-26 23:30:00,ATC,No,37
AI1621,Air India,B787,BLR,CCU,2025-07-26 21:00:00,2025-07-26 21:00:00,2025-07-27 00:00:00,2025-07-27 00:00:00,ATC,No,58
AI1622,Air India,A321,DEL,MAA,2025-07-26 22:00:00,2025-07-26 22:15:00,2025-07-27 00:30:00,2025-07-27 00:45:00,Weather,No,86
AI1623,Air India,B737,BLR,HYD,2025-07-26 23:00:00,2025-07-26 23:10:00,2025-07-27 01:30:00,2025-07-27 01:40:00,ATC,No,57
AI1624,SpiceJet,A320,HYD,DEL,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-27 03:00:00,2025-07-27 03:00:00,ATC,No,61
AI1625,Vistara,A320,HYD,DEL,2025-07-27 01:00:00,2025-07-27 01:30:00,2025-07-27 03:30:00,2025-07-27 03:30:00,Crew,No,46
AI1626,Air India,B737,CCU,MAA,2025-07-27 02:00:00,2025-07-27 02:30:00,2025-07-27 05:00:00,2025-07-27 05:30:00,Ground Ops,No,35
AI1627,Air India,B737,CCU,BOM,2025-07-27 03:00:00,2025-07-27 03:30:00,2025-07-27 05:30:00,2025-07-27 06:00:00,Crew,No,85
AI1628,IndiGo,A320,CCU,MAA,2025-07-27 04:00:00,2025-07-27 04:00:00,2025-07-27 06:30:00,2025-07-27 06:30:00,Weather,No,38
AI1629,SpiceJet,A321,DEL,MAA,2025-07-27 05:00:00,2025-07-27 05:30:00,2025-07-27 06:00:00,2025-07-27 06:00:00,ATC,No,47
AI1630,Vistara,B737,CCU,BOM,2025-07-27 06:00:00,2025-07-27 06:05:00,2025-07-27 09:00:00,2025-07-27 09:05:00,Crew,No,76
AI1631,SpiceJet,A321,HYD,BOM,2025-07-27 07:00:00,2025-07-27 07:00:00,2025-07-27 08:00:00,2025-07-27 08:00:00,None,No,72
AI1632,IndiGo,A321,BLR,CCU,2025-07-27 08:00:00,2025-07-27 08:00:00,2025-07-27 09:30:00,2025-07-27 10:00:00,None,No,37
AI1633,Air India,B787,MAA,BOM,2025-07-27 09:00:00,2025-07-27 09:00:00,2025-07-27 11:00:00,2025-07-27 11:20:00,ATC,No,52
AI1634,Air India,B787,MAA,BOM,2025-07-27 10:00:00,2025-07-27 10:00:00,2025-07-27 11:30:00,2025-07-27 11:30:00,Technical,No,81
AI1635,Air India,A320,CCU,MAA,2025-07-27 11:00:00,2025-07-27 11:45:00,2025-07-27 13:00:00,2025-07-27 13:45:00,ATC,No,35
AI1636,Air India,B737,MAA,DEL,2025-07-27 12:00:00,2025-07-27 13:00:00,2025-07-27 13:00:00,2025-07-27 14:00:00,Technical,Yes,77
AI1637,Air India,A321,DEL,MAA,2025-07-27 13:00:00,2025-07-27 13:45:00,2025-07-27 14:30:00,2025-07-27 15:15:00,Ground Ops,No,80
AI1638,SpiceJet,B737,DEL,BOM,2025-07-27 14:00:00,2025-07-27 15:00:00,2025-07-27 15:30:00,2025-07-27 16:30:00,Ground Ops,No,44
AI1639,IndiGo,B737,BOM,CCU,2025-07-27 15:00:00,2025-07-27 16:00:00,2025-07-27 18:00:00,2025-07-27 19:00:00,Weather,No,76
AI1640,Vistara,B737,DEL,MAA,2025-07-27 16:00:00,2025-07-27 16:30:00,2025-07-27 17:00:00,2025-07-27 17:30:00,Crew,No,34
AI1641,SpiceJet,A320,DEL,CCU,2025-07-27 17:00:00,2025-07-27 17:15:00,2025-07-27 19:30:00,2025-07-27 19:45:00,Crew,No,50
AI1642,SpiceJet,A320,MAA,BLR,2025-07-27 18:00:00,2025-07-27 18:00:00,2025-07-27 19:00:00,2025-07-27 19:30:00,None,No,40
AI1643,Air India,B737,HYD,CCU,2025-07-27 19:00:00,2025-07-27 19:00:00,2025-07-27 21:00:00,2025-07-27 21:00:00,ATC,No,62
AI1644,Vistara,B737,HYD,BOM,2025-07-27 20:00:00,2025-07-27 20:30:00,2025-07-27 22:00:00,2025-07-27 22:30:00,Technical,No,51
AI1645,IndiGo,A321,HYD,MAA,2025-07-27 21:00:00,2025-07-27 21:20:00,2025-07-27 23:30:00,2025-07-27 23:30:00,Weather,No,47
AI1646,Vistara,A320,BLR,MAA,2025-07-27 22:00:00,2025-07-27 22:00:00,2025-07-27 23:00:00,2025-07-27 23:10:00,None,No,59
AI1647,SpiceJet,B787,MAA,BOM,2025-07-27 23:00:00,2025-07-27 23:45:00,2025-07-28 01:00:00,2025-07-28 01:00:00,Crew,No,70
AI1648,IndiGo,A320,DEL,HYD,2025-07-28 00:00:00,2025-07-28 00:05:00,2025-07-28 02:30:00,2025-07-28 02:30:00,None,No,77
AI1649,IndiGo,B737,HYD,CCU,2025-07-28 01:00:00,2025-07-28 01:30:00,2025-07-28 02:00:00,2025-07-28 02:30:00,Crew,No,62
AI1650,Air India,A321,HYD,BLR,2025-07-28 02:00:00,2025-07-28 02:00:00,2025-07-28 04:00:00,2025-07-28 04:05:00,Weather,No,73
AI1651,Air India,B737,BOM,CCU,2025-07-28 03:00:00,2025-07-28 03:00:00,2025-07-28 04:30:00,2025-07-28 04:30:00,None,No,79
AI1652,Vistara,B787,BOM,CCU,2025-07-28 04:00:00,2025-07-28 04:00:00,2025-07-28 05:00:00,2025-07-28 05:10:00,ATC,No,34
AI1653,IndiGo,B737,HYD,BOM,2025-07-28 05:00:00,2025-07-28 05:20:00,2025-07-28 07:30:00,2025-07-28 07:30:00,Technical,No,75
AI1654,Vistara,A321,BOM,HYD,2025-07-28 06:00:00,2025-07-28 06:05:00,2025-07-28 09:00:00,2025-07-28 09:05:00,Technical,No,74
AI1655,IndiGo,B737,MAA,DEL,2025-07-28 07:00:00,2025-07-28 07:10:00,2025-07-28 08:00:00,2025-07-28 08:10:00,Crew,No,50
AI1656,Air India,B737,HYD,BOM,2025-07-28 08:00:00,2025-07-28 08:10:00,2025-07-28 10:30:00,2025-07-28 10:30:00,Crew,Yes,87
AI1657,SpiceJet,A320,BLR,HYD,2025-07-28 09:00:00,2025-07-28 10:00:00,2025-07-28 11:30:00,2025-07-28 12:30:00,Weather,No,89
AI1658,Air India,B787,HYD,MAA,2025-07-28 10:00:00,2025-07-28 10:10:00,2025-07-28 11:30:00,2025-07-28 11:40:00,Weather,No,32
AI1659,Air India,A321,CCU,MAA,2025-07-28 11:00:00,2025-07-28 11:10:00,2025-07-28 13:30:00,2025-07-28 13:40:00,Technical,No,57
AI1660,SpiceJet,B787,MAA,BLR,2025-07-28 12:00:00,2025-07-28 12:15:00,2025-07-28 15:00:00,2025-07-28 15:15:00,None,No,36
AI1661,IndiGo,A320,DEL,CCU,2025-07-28 13:00:00,2025-07-28 13:00:00,2025-07-28 15:00:00,2025-07-28 15:00:00,None,No,89
AI1662,Vistara,B737,MAA,BLR,2025-07-28 14:00:00,2025-07-28 14:45:00,2025-07-28 15:00:00,2025-07-28 15:00:00,Crew,No,75
AI1663,Air India,A320,MAA,HYD,2025-07-28 15:00:00,2025-07-28 16:00:00,2025-07-28 17:00:00,2025-07-28 18:00:00,None,No,80
AI1664,Vistara,B737,CCU,MAA,2025-07-28 16:00:00,2025-07-28 16:20:00,2025-07-28 17:00:00,2025-07-28 17:20:00,Technical,No,63
AI1665,SpiceJet,B787,DEL,HYD,2025-07-28 17:00:00,2025-07-28 17:20:00,2025-07-28 19:00:00,2025-07-28 19:20:00,None,No,50
AI1666,Vistara,A321,DEL,HYD,2025-07-28 18:00:00,2025-07-28 18:45:00,2025-07-28 19:30:00,2025-07-28 20:15:00,Crew,No,42
AI1667,Air India,B737,BLR,MAA,2025-07-28 19:00:00,2025-07-28 20:00:00,2025-07-28 21:30:00,2025-07-28 22:30:00,ATC,No,83
AI1668,SpiceJet,A321,BLR,CCU,2025-07-28 20:00:00,2025-07-28 20:05:00,2025-07-28 23:00:00,2025-07-28 23:05:00,None,No,65
AI1669,IndiGo,B787,HYD,BOM,2025-07-28 21:00:00,2025-07-28 21:10:00,2025-07-28 22:30:00,2025-07-28 22:40:00,None,No,72
AI1670,IndiGo,B737,BOM,DEL,2025-07-28 22:00:00,2025-07-28 22:05:00,2025-07-29 00:00:00,2025-07-29 00:05:00,Crew,No,83
AI1671,Vistara,B787,MAA,CCU,2025-07-28 23:00:00,2025-07-29 00:00:00,2025-07-29 00:30:00,2025-07-29 01:30:00,Technical,No,86
AI1672,Vistara,A321,MAA,BOM,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 01:00:00,2025-07-29 01:00:00,Crew,No,70
AI1673,IndiGo,B787,DEL,BOM,2025-07-29 01:00:00,2025-07-29 01:45:00,2025-07-29 03:00:00,2025-07-29 03:00:00,Weather,No,32
AI1674,SpiceJet,B737,MAA,HYD,2025-07-29 02:00:00,2025-07-29 02:00:00,2025-07-29 05:00:00,2025-07-29 05:00:00,Crew,No,70
AI1675,SpiceJet,B737,MAA,BLR,2025-07-29 03:00:00,2025-07-29 03:45:00,2025-07-29 05:30:00,2025-07-29 06:15:00,ATC,No,70
AI1676,SpiceJet,A321,DEL,BLR,2025-07-29 04:00:00,2025-07-29 04:00:00,2025-07-29 05:30:00,2025-07-29 05:30:00,Weather,No,30
AI1677,Vistara,A320,CCU,HYD,2025-07-29 05:00:00,2025-07-29 05:30:00,2025-07-29 06:30:00,2025-07-29 07:00:00,None,No,45
AI1678,Air India,A321,HYD,DEL,2025-07-29 06:00:00,2025-07-29 06:00:00,2025-07-29 08:30:00,2025-07-29 08:35:00,ATC,Yes,38
